Id,SalePrice
2658,77647.25724030238
2718,144395.28101752058
2414,221370.55101409496
1989,107385.1663366407
625,178859.0139819117
333,85977.5578434491
1327,93637.35082612048
858,158675.6167589657
95,157680.87721470415
1568,170719.7629758822
2482,134293.04949607223
1364,129724.43709139818
2584,143227.8239468041
818,288767.602046262
2673,92488.5377070101
2089,122100.47342276711
1297,201441.49880675314
790,126863.2290319521
2616,176375.31655512215
720,189534.90891226847
222,151841.47347310407
557,135501.78847783193
1148,161831.02405519938
2766,209182.09712909386
534,169106.23429610443
1452,119985.08457374487
630,146931.74301804206
2648,143439.6786573917
125,182431.34629454993
1904,76041.61209546599
1670,94785.08786836988
756,110176.1926002462
717,135056.0945006432
1032,158600.25206665648
852,205705.44853668142
1731,168994.4418691849
2639,98476.97308821625
2071,79679.17773599527
1267,130170.64509932612
1851,197766.86569275075
567,154430.21096952088
2439,206331.4230494384
1898,154147.53680530982
647,136007.59820732928
2256,200315.09548578324
979,80104.45675674226
1444,215575.78648726313
2485,151670.54394998268
157,113762.77212020122
88,128836.72459596225
2003,99722.33556298706
186,190760.0981063893
1425,224766.8223259374
2695,121813.47232374137
738,107950.13442190056
395,139270.77541012428
1353,175844.935637762
1878,135509.01804190353
390,171940.12094068213
1456,225488.79799040448
1103,308019.64914277295
1387,140045.4627528952
2070,147924.5387434942
1199,165069.8151339395
2479,188198.47826736906
501,337204.5714450622
2362,83303.25778400191
1718,203110.42074682354
2188,94405.78019334402
1483,149275.7775078527
2557,113207.42697820088
437,334753.15687942074
2224,215549.91940215384
1628,178923.80951980647
397,149289.90259191408
587,201023.48379850778
971,146592.07707102437
2611,134098.89253340222
1887,94981.44121468847
2399,389256.1514998926
2148,194843.21230877386
304,123427.9869858752
1997,140443.68640977374
2817,120583.39142356292
1431,245020.68024379615
427,367558.7201781572
263,134242.57159899193
598,179445.39613382056
2895,228937.77133643872
687,128597.56756367945
1822,132431.77924629132
2191,98970.66635337395
179,113131.89307249764
1009,240095.17240137863
2010,134688.23573473035
1991,138272.091418281
1411,153955.3664390599
1721,218444.58928156155
1144,195216.6209407667
593,213465.91028761218
575,315710.36662190733
1249,177952.55170198265
1604,131721.55841467454
1064,438981.93194286065
1923,167633.24046216178
1988,114217.09555029291
2325,173103.5616873764
114,192509.0939016855
2700,171713.91278446326
217,131609.6301261699
343,182597.75004433052
386,231935.49043699726
2005,97723.31491302703
2908,120751.40271359481
1814,203102.03911883142
2446,437191.5443894207
208,143266.9440549113
1679,114238.78832921275
822,334578.8730496427
6,187928.45539245135
1781,370969.3182476077
2397,325395.78957041283
2340,317888.25853530806
1618,164860.03821967903
2843,106937.82551836623
1061,374146.9360491696
2786,123464.7673416062
1935,133029.9720976149
1341,129210.64955939759
521,254399.79289099877
2136,165820.63299246292
996,217525.52587699433
227,157266.3951416713
135,178624.7985274291
1167,157431.28089237213
294,227929.7176183842
1776,207937.40711815792
540,180305.2202540368
1717,211206.53268900668
2303,119589.11351947802
116,177833.434941907
127,151015.5462409832
1371,128231.44106181909
1014,154942.71985426612
1507,116556.03387897597
702,121335.90032814478
750,153193.7283807436
261,139989.0449687841
1559,54941.09036557461
577,227144.16074956156
2812,188270.29308509512
2080,144279.56767520122
1368,106342.91713819039
2376,132238.59892531743
659,110261.94307492847
1235,133406.86870393433
332,74726.73397973258
1917,133265.958034027
2094,240551.21639486752
1460,231680.15854350227
1471,236900.05688409647
1509,109890.4024423597
1922,117391.9789818655
433,457092.94995794434
460,292916.91538515064
1116,231392.28673433888
1137,166594.72756208898
53,171145.52277056006
2354,255264.52270590432
1475,195112.29241830713
1761,414904.22779345687
842,151736.9979532601
2739,180003.91489925495
2509,142639.94737103296
1007,193479.41822115728
2610,137116.69158071055
1952,111961.01383925555
2719,145458.3609874064
2921,80824.25670676607
1966,169059.78797979743
292,131608.3363021031
1204,205888.06517181662
1829,263825.50707308063
2419,195442.47289883238
391,164406.7465120531
798,96541.52343207183
481,210076.84266830393
193,150819.64220887492
555,125633.52916556792
899,31599.14795937357
2357,181955.84666188524
328,131658.45499108048
1356,113598.68892831056
1154,111139.72355324864
1730,192856.43658333452
2249,163402.66166301683
1119,279272.34875215014
2856,137601.73487751532
1394,111243.11340894955
2587,128534.90258662653
61,322116.3693328358
2661,156393.94573999516
2711,122754.56885837702
1147,178796.95651744504
757,121951.79054409376
2623,116338.42202839893
2378,146809.13791927267
1413,132465.09484911658
1722,220763.1068878958
1112,230863.14230468913
1623,193233.76373936696
1201,244184.55322859803
1513,108248.21124199088
957,332376.26119451
1171,249163.5944128709
1145,191734.22079219721
2726,219913.58689720102
703,145808.9588536565
760,101707.28254447562
1964,157700.62623871194
2512,181667.45798398383
159,108734.7500310789
1281,170760.06802307497
468,191335.40625992976
290,132097.55698781583
665,96779.37211507613
1463,232848.83335669886
1792,212049.36885143377
923,172503.01993550058
500,286010.073271365
1408,166879.59076021225
331,80615.4501673121
170,148963.07915455996
2192,93714.02510449769
2571,208432.91424004608
2314,173077.2661726765
2647,93390.85099287306
422,424508.13729976537
2457,338159.1857777245
1838,196369.85887223945
2805,280220.59559933847
1645,161597.99176535022
1711,321867.4116843832
2825,225053.491185266
322,321183.303816384
2103,238066.97916449895
342,121706.98598981259
600,131770.95824235375
488,173370.49498260496
1725,304861.6088984224
2246,267231.04503674747
2847,128550.61541087224
806,219409.96939853037
530,231360.65147013037
963,188828.54077842686
2678,111293.66032329923
171,80388.87323755385
2401,421917.4159813596
805,230088.40839310113
2259,238138.60040278925
1748,211535.17457394188
1361,136049.9678415449
1677,107053.4059044467
1406,141105.2853347414
2322,220354.94708994852
688,152192.7594146534
143,130565.19438439123
804,218975.27990948939
1214,177355.96599180493
2828,135227.62472618782
1999,146084.4120314034
2467,213618.90381594922
2665,160656.10572798498
1538,313470.35076965985
398,124382.48214266406
2822,136943.90080194242
2157,132685.1176331006
1856,212782.46816809682
1269,123807.89015100925
2570,104494.74577884312
2320,233735.40794513843
1517,138316.148956812
2304,116257.31278401641
1312,101826.03343167967
2012,146565.5351887423
506,266645.4904434054
2865,205172.62694543716
2367,96147.47191038403
554,106650.36967199169
238,131790.15951783134
1954,108872.78608683634
2488,138834.52488673708
2291,78559.6163437144
1969,133570.17182233257
2725,158554.37125403207
1482,134336.24672205938
2763,203683.78379027604
503,282713.11471374606
1584,260613.01614438626
1531,177849.93384278132
2210,197863.55605463358
459,326132.8741353043
556,121890.32105636205
1347,137699.66440459545
1290,83475.74773767404
1388,99595.84831058535
1571,294594.53076693916
2754,209218.23851459668
765,132667.6172106232
2494,128037.99933455906
